benchmark,clients,instance,when,routes,distance,who,detailed,url
LiLim,100,lr102,2001-01-01,17,1487.5704,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr102.17_1487.5704.txt
LiLim,100,lr103,2001-01-01,13,1292.6755,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr103.13_1292.6755.txt
LiLim,100,lr104,2001-01-01,9,1013.3893,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr104.9_1013.3893.txt
LiLim,100,lr105,2001-01-01,14,1377.1110,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr105.14_1377.111.txt
LiLim,100,lr106,2001-01-01,12,1252.6167,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr106.12_1252.6167.txt
LiLim,100,lr107,2001-01-01,10,1111.3132,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr107.10_1111.3132.txt
LiLim,100,lr108,2001-01-01,9,968.9660,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr108.9_968.966.txt
LiLim,100,lr109,2003-02-27,11,1208.9648,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-27/lr109.11_1208.9648.txt
LiLim,100,lr110,2001-01-01,10,1159.3484,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr110.10_1159.3484.txt
LiLim,100,lr111,2001-01-01,10,1108.9007,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr111.10_1108.9007.txt
LiLim,100,lr112,2001-01-01,9,1003.7670,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr112.9_1003.767.txt
LiLim,100,lr201,2003-02-28,4,1253.2340,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-28/lr201.4_1253.234.txt
LiLim,100,lr202,2001-01-01,3,1197.6655,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr202.3_1197.6655.txt
LiLim,100,lr203,2001-01-01,3,949.3964,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr203.3_949.3964.txt
LiLim,100,lr204,2001-01-01,2,849.0504,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr204.2_849.0504.txt
LiLim,100,lr205,2001-01-01,3,1054.0186,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr205.3_1054.0186.txt
LiLim,100,lr206,2001-01-01,3,931.6254,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr206.3_931.6254.txt
LiLim,100,lr207,2001-01-01,2,903.0556,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr207.2_903.0556.txt
LiLim,100,lr208,2001-01-01,2,734.8480,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr208.2_734.848.txt
LiLim,100,lr209,2003-03-09,3,930.5857,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-03-09/lr209.3_930.5857.txt
LiLim,100,lr210,2001-01-01,3,964.2236,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr210.3_964.2236.txt
LiLim,100,lr211,2003-05-15,2,911.5183,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-05-15/lr211.2_911.5183.txt
LiLim,100,lrc101,2001-01-01,14,1708.8013,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc101.14_1708.8013.txt
LiLim,100,lrc102,2003-02-19,12,1558.0693,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-19/lrc102.12_1558.0693.txt
LiLim,100,lrc103,2001-01-01,11,1258.7371,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc103.11_1258.7371.txt
LiLim,100,lrc104,2001-01-01,10,1128.4012,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc104.10_1128.4012.txt
LiLim,100,lrc105,2001-01-01,13,1637.6244,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc105.13_1637.6244.txt
LiLim,100,lrc106,2003-02-28,11,1424.7337,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-28/lrc106.11_1424.7337.txt
LiLim,100,lrc107,2003-02-18,11,1230.1448,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-18/lrc107.11_1230.1448.txt
LiLim,100,lrc108,2003-02-28,10,1147.4253,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-28/lrc108.10_1147.4253.txt
LiLim,100,lrc201,2003-02-28,4,1406.9401,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-28/lrc201.4_1406.9401.txt
LiLim,100,lrc202,2001-01-01,3,1374.2668,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc202.3_1374.2668.txt
LiLim,100,lrc203,2001-01-01,3,1089.0677,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc203.3_1089.0677.txt
LiLim,100,lrc204,2003-03-23,3,818.6631,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-03-23/lrc204.3_818.6631.txt
LiLim,100,lrc205,2001-01-01,4,1302.1985,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc205.4_1302.1985.txt
LiLim,100,lrc206,2003-03-12,3,1159.0332,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-03-12/lrc206.3_1159.0332.txt
LiLim,100,lrc207,2004-01-04,3,1062.0483,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2004-01-04/lrc207.3_1062.0483.txt
LiLim,100,lrc208,2001-01-01,3,852.7576,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lrc208.3_852.7576.txt
LiLim,200,lc1_2_1,2001-01-01,20,2704.5678,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_2_1.20_2704.5678.txt
LiLim,200,lc1_2_2,2001-01-01,19,2764.5552,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_2_2.19_2764.5552.txt
LiLim,200,lc1_2_3,2016-07-15,17,3127.7846,H,H,best_known_solutions/LiLim/2016-07-15/lc1_2_3.17_3127.7846.txt
LiLim,200,lc1_2_4,2003-06-27,17,2693.4088,K,K,best_known_solutions/LiLim/2003-06-27/lc1_2_4.17_2693.4088.txt
LiLim,200,lc1_2_5,2001-01-01,20,2702.0488,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_2_5.20_2702.0488.txt
LiLim,200,lc1_2_6,2001-01-01,20,2701.0354,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_2_6.20_2701.0354.txt
LiLim,200,lc1_2_7,2001-01-01,20,2701.0354,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_2_7.20_2701.0354.txt
LiLim,200,lc1_2_8,2018-04-18,19,3354.2726,SB,SB,best_known_solutions/LiLim/2018-04-18/lc1_2_8.19_3354.2726.txt
LiLim,200,lc1_2_9,2001-01-01,18,2724.2353,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_2_9.18_2724.2353.txt
LiLim,200,lc1_2_10,2015-11-19,17,2942.1319,EOE,EOE,best_known_solutions/LiLim/2015-11-19/lc1_2_10.17_2942.1319.txt
LiLim,200,lc2_2_1,2001-01-01,6,1931.4425,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_2_1.6_1931.4425.txt
LiLim,200,lc2_2_2,2001-01-01,6,1881.4023,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_2_2.6_1881.4023.txt
LiLim,200,lc2_2_3,2003-04-15,6,1844.3281,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-04-15/lc2_2_3.6_1844.3281.txt
LiLim,200,lc2_2_4,2001-01-01,6,1767.1183,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_2_4.6_1767.1183.txt
LiLim,200,lc2_2_5,2001-01-01,6,1891.2090,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_2_5.6_1891.209.txt
LiLim,200,lc2_2_6,2003-12-29,6,1857.7772,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-12-29/lc2_2_6.6_1857.7772.txt
LiLim,200,lc2_2_7,2003-12-10,6,1850.1343,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-12-10/lc2_2_7.6_1850.1343.txt
LiLim,200,lc2_2_8,2001-01-01,6,1824.3360,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_2_8.6_1824.336.txt
LiLim,200,lc2_2_9,2003-09-01,6,1854.2104,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-09-01/lc2_2_9.6_1854.2104.txt
LiLim,200,lc2_2_10,2001-01-01,6,1817.4533,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_2_10.6_1817.4533.txt
LiLim,200,lr1_2_1,2001-01-01,20,4819.1241,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lr1_2_1.20_4819.1241.txt
LiLim,200,lr1_2_2,2003-07-08,17,4621.2058,K,K,best_known_solutions/LiLim/2003-07-08/lr1_2_2.17_4621.2058.txt
LiLim,200,lr1_2_3,2016-02-27,14,4402.3848,CLS,CLS,best_known_solutions/LiLim/2016-02-27/lr1_2_3.14_4402.3848.txt
LiLim,200,lr1_2_4,2018-04-18,10,3027.0620,SB,SB,best_known_solutions/LiLim/2018-04-18/lr1_2_4.10_3027.062.txt
LiLim,200,lr1_2_5,2003-06-27,16,4760.1815,Shobb,Shobb,best_known_solutions/LiLim/2003-06-27/lr1_2_5.16_4760.1815.txt
LiLim,200,lr1_2_6,2016-02-26,13,4800.9395,CLS,CLS,best_known_solutions/LiLim/2016-02-26/lr1_2_6.13_4800.9395.txt
LiLim,200,lr1_2_7,2018-04-18,12,3543.3613,SB,SB,best_known_solutions/LiLim/2018-04-18/lr1_2_7.12_3543.3613.txt
LiLim,200,lr1_2_8,2018-04-18,9,2759.3151,SB,SB,best_known_solutions/LiLim/2018-04-18/lr1_2_8.9_2759.3151.txt
LiLim,200,lr1_2_9,2016-01-16,13,5050.7548,CLS,CLS,best_known_solutions/LiLim/2016-01-16/lr1_2_9.13_5050.7548.txt
LiLim,200,lr1_2_10,2016-07-13,11,3664.0794,H,H,best_known_solutions/LiLim/2016-07-13/lr1_2_10.11_3664.0794.txt
LiLim,200,lr2_2_1,2003-12-09,5,4073.0980,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-12-09/lr2_2_1.5_4073.098.txt
LiLim,200,lr2_2_2,2003-02-14,4,3795.9965,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-02-14/lr2_2_2.4_3795.9965.txt
LiLim,200,lr2_2_3,2003-07-08,4,3098.3585,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-08/lr2_2_3.4_3098.3585.txt
LiLim,200,lr2_2_4,2016-07-13,3,2486.0024,H,H,best_known_solutions/LiLim/2016-07-13/lr2_2_4.3_2486.0024.txt
LiLim,200,lr2_2_5,2003-12-13,4,3438.3917,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-12-13/lr2_2_5.4_3438.3917.txt
LiLim,200,lr2_2_6,2019-11-06,3,4457.9540,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_2_6.3_4457.954.txt
LiLim,200,lr2_2_7,2016-07-15,3,3098.3541,H,H,best_known_solutions/LiLim/2016-07-15/lr2_2_7.3_3098.3541.txt
LiLim,200,lr2_2_8,2019-11-06,2,2449.3617,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_2_8.2_2449.3617.txt
LiLim,200,lr2_2_9,2018-04-18,3,3922.1105,SB,SB,best_known_solutions/LiLim/2018-04-18/lr2_2_9.3_3922.1105.txt
LiLim,200,lr2_2_10,2018-04-18,3,3254.8263,SB,SB,best_known_solutions/LiLim/2018-04-18/lr2_2_10.3_3254.8263.txt
LiLim,200,lrc1_2_1,2003-12-14,19,3606.0626,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-12-14/lrc1_2_1.19_3606.0626.txt
LiLim,200,lrc1_2_2,2015-11-19,15,3671.0239,EOE,EOE,best_known_solutions/LiLim/2015-11-19/lrc1_2_2.15_3671.0239.txt
LiLim,200,lrc1_2_3,2016-02-27,13,3154.9222,CLS,CLS,best_known_solutions/LiLim/2016-02-27/lrc1_2_3.13_3154.9222.txt
LiLim,200,lrc1_2_4,2003-07-08,10,2631.8190,K,K,best_known_solutions/LiLim/2003-07-08/lrc1_2_4.10_2631.819.txt
LiLim,200,lrc1_2_5,2003-06-27,16,3715.8094,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-06-27/lrc1_2_5.16_3715.8094.txt
LiLim,200,lrc1_2_6,2015-11-19,16,3572.1589,EOE,EOE,best_known_solutions/LiLim/2015-11-19/lrc1_2_6.16_3572.1589.txt
LiLim,200,lrc1_2_7,2015-04-13,14,3666.3394,K,K,best_known_solutions/LiLim/2015-04-13/lrc1_2_7.14_3666.3394.txt
LiLim,200,lrc1_2_8,2018-04-06,13,3145.7400,CVB,CVB,best_known_solutions/LiLim/2018-04-06/lrc1_2_8.13_3145.74.txt
LiLim,200,lrc1_2_9,2015-11-19,13,3157.3388,EOE,EOE,best_known_solutions/LiLim/2015-11-19/lrc1_2_9.13_3157.3388.txt
LiLim,200,lrc1_2_10,2015-11-19,12,2928.9036,EOE,EOE,best_known_solutions/LiLim/2015-11-19/lrc1_2_10.12_2928.9036.txt
LiLim,200,lrc2_2_1,2015-04-14,6,3595.1783,K,K,best_known_solutions/LiLim/2015-04-14/lrc2_2_1.6_3595.1783.txt
LiLim,200,lrc2_2_2,2016-07-13,5,3158.2501,H,H,best_known_solutions/LiLim/2016-07-13/lrc2_2_2.5_3158.2501.txt
LiLim,200,lrc2_2_3,2016-07-13,4,2881.9865,H,H,best_known_solutions/LiLim/2016-07-13/lrc2_2_3.4_2881.9865.txt
LiLim,200,lrc2_2_4,2019-11-06,3,2835.4049,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_2_4.3_2835.4049.txt
LiLim,200,lrc2_2_5,2003-06-27,5,2776.9262,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-06-27/lrc2_2_5.5_2776.9262.txt
LiLim,200,lrc2_2_6,2003-12-21,5,2707.9592,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-12-21/lrc2_2_6.5_2707.9592.txt
LiLim,200,lrc2_2_7,2019-11-06,4,3010.6763,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_2_7.4_3010.6763.txt
LiLim,200,lrc2_2_8,2015-11-17,4,2399.8904,EOE,EOE,best_known_solutions/LiLim/2015-11-17/lrc2_2_8.4_2399.8904.txt
LiLim,200,lrc2_2_9,2003-07-08,4,2208.4949,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-07-08/lrc2_2_9.4_2208.4949.txt
LiLim,200,lrc2_2_10,2016-07-13,3,2437.8805,H,H,best_known_solutions/LiLim/2016-07-13/lrc2_2_10.3_2437.8805.txt
LiLim,400,lc1_4_1,2003-06-16,40,7152.0566,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-06-16/lc1_4_1.40_7152.0566.txt
LiLim,400,lc1_4_2,2015-10-08,38,8007.7853,Q,Q,best_known_solutions/LiLim/2015-10-08/lc1_4_2.38_8007.7853.txt
LiLim,400,lc1_4_3,2019-11-06,32,8678.2293,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc1_4_3.32_8678.2293.txt
LiLim,400,lc1_4_4,2001-01-01,30,6451.6800,LL,???,best_known_solutions/LiLim/2001-01-01/lc1_4_4.30_6451.68.txt
LiLim,400,lc1_4_5,2003-04-19,40,7149.9962,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-04-19/lc1_4_5.40_7149.9962.txt
LiLim,400,lc1_4_6,2001-01-01,40,7154.0159,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc1_4_6.40_7154.0159.txt
LiLim,400,lc1_4_7,2003-03-15,40,7149.4345,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-03-15/lc1_4_7.40_7149.4345.txt
LiLim,400,lc1_4_8,2019-01-17,38,8305.4246,CVB2,CVB2,best_known_solutions/LiLim/2019-01-17/lc1_4_8.38_8305.4246.txt
LiLim,400,lc1_4_9,2015-10-09,36,7451.1989,Q,Q,best_known_solutions/LiLim/2015-10-09/lc1_4_9.36_7451.1989.txt
LiLim,400,lc1_4_10,2019-11-06,34,7850.2241,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lc1_4_10.34_7850.2241.txt
LiLim,400,lc2_4_1,2001-01-01,12,4116.3291,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_4_1.12_4116.3291.txt
LiLim,400,lc2_4_2,2003-05-15,12,4144.2890,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-05-15/lc2_4_2.12_4144.289.txt
LiLim,400,lc2_4_3,2019-01-17,12,4401.0810,CVB2,CVB2,best_known_solutions/LiLim/2019-01-17/lc2_4_3.12_4401.081.txt
LiLim,400,lc2_4_4,2001-01-01,12,3743.9500,LL,???,best_known_solutions/LiLim/2001-01-01/lc2_4_4.12_3743.95.txt
LiLim,400,lc2_4_5,2003-05-01,12,4030.6341,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-05-01/lc2_4_5.12_4030.6341.txt
LiLim,400,lc2_4_6,2003-04-20,12,3900.2855,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-04-20/lc2_4_6.12_3900.2855.txt
LiLim,400,lc2_4_7,2003-06-27,12,3962.5070,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-06-27/lc2_4_7.12_3962.507.txt
LiLim,400,lc2_4_8,2001-01-01,12,3844.4523,Li&Lim,SAM::OPT,best_known_solutions/LiLim/2001-01-01/lc2_4_8.12_3844.4523.txt
LiLim,400,lc2_4_9,2003-07-08,12,4188.9281,RP2,Shobb,best_known_solutions/LiLim/2003-07-08/lc2_4_9.12_4188.9281.txt
LiLim,400,lc2_4_10,2003-06-27,12,3828.4359,BVH,SAM::OPT,best_known_solutions/LiLim/2003-06-27/lc2_4_10.12_3828.4359.txt
LiLim,400,lr1_4_1,2003-01-01,40,10639.7539,TS,SAM::OPT,best_known_solutions/LiLim/2003-01-01/lr1_4_1.40_10639.7539.txt
LiLim,400,lr1_4_2,2019-01-30,30,11009.5077,SB,SB,best_known_solutions/LiLim/2019-01-30/lr1_4_2.30_11009.5077.txt
LiLim,400,lr1_4_3,2019-01-30,22,9251.1330,SB,SB,best_known_solutions/LiLim/2019-01-30/lr1_4_3.22_9251.133.txt
LiLim,400,lr1_4_4,2019-11-06,15,7037.1662,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_4_4.15_7037.1662.txt
LiLim,400,lr1_4_5,2016-01-23,28,11374.0641,CLS,CLS,best_known_solutions/LiLim/2016-01-23/lr1_4_5.28_11374.0641.txt
LiLim,400,lr1_4_6,2020-03-13,23,11775.7464,CAINIAO,CAINIAO,best_known_solutions/LiLim/2020-03-13/lr1_4_6.23_11775.7464.txt
LiLim,400,lr1_4_7,2019-11-06,18,8675.3602,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_4_7.18_8675.3602.txt
LiLim,400,lr1_4_8,2019-11-06,14,5839.0328,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_4_8.14_5839.0328.txt
LiLim,400,lr1_4_9,2019-11-06,24,9859.4655,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_4_9.24_9859.4655.txt
LiLim,400,lr1_4_10,2019-11-06,20,8192.6546,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr1_4_10.20_8192.6546.txt
LiLim,400,lr2_4_1,2003-06-27,8,9726.8819,SAM::OPT,SAM::OPT,best_known_solutions/LiLim/2003-06-27/lr2_4_1.8_9726.8819.txt
LiLim,400,lr2_4_2,2019-11-06,7,9405.4012,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_4_2.7_9405.4012.txt
LiLim,400,lr2_4_3,2020-01-21,5,10282.0090,SCR,SCR,best_known_solutions/LiLim/2020-01-21/lr2_4_3.5_10282.009.txt
LiLim,400,lr2_4_4,2019-11-06,4,6201.8431,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_4_4.4_6201.8431.txt
LiLim,400,lr2_4_5,2019-11-06,6,9906.5495,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_4_5.6_9906.5495.txt
LiLim,400,lr2_4_6,2019-11-06,5,8946.9096,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_4_6.5_8946.9096.txt
LiLim,400,lr2_4_7,2020-05-08,4,8023.1147,CAINIAO,CAINIAO,best_known_solutions/LiLim/2020-05-08/lr2_4_7.4_8023.1147.txt
LiLim,400,lr2_4_8,2020-05-08,4,5271.0561,CAINIAO,CAINIAO,best_known_solutions/LiLim/2020-05-08/lr2_4_8.4_5271.0561.txt
LiLim,400,lr2_4_9,2019-11-06,6,7926.0702,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_4_9.6_7926.0702.txt
LiLim,400,lr2_4_10,2019-11-06,5,7596.6238,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lr2_4_10.5_7596.6238.txt
LiLim,400,lrc1_4_1,2015-12-02,36,9124.5172,CLS,CLS,best_known_solutions/LiLim/2015-12-02/lrc1_4_1.36_9124.5172.txt
LiLim,400,lrc1_4_2,2003-07-08,31,8346.0614,SB,SB,best_known_solutions/LiLim/2003-07-08/lrc1_4_2.31_8346.0614.txt
LiLim,400,lrc1_4_3,2019-01-30,24,7805.1637,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_4_3.24_7805.1637.txt
LiLim,400,lrc1_4_4,2019-01-30,19,5803.3125,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_4_4.19_5803.3125.txt
LiLim,400,lrc1_4_5,2019-01-30,32,8847.4010,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_4_5.32_8847.401.txt
LiLim,400,lrc1_4_6,2019-11-06,30,8394.4674,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_4_6.30_8394.4674.txt
LiLim,400,lrc1_4_7,2011-06-30,28,8037.8690,DK,DK,best_known_solutions/LiLim/2011-06-30/lrc1_4_7.28_8037.869.txt
LiLim,400,lrc1_4_8,2019-01-30,26,7930.1453,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc1_4_8.26_7930.1453.txt
LiLim,400,lrc1_4_9,2019-11-06,25,8004.2380,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc1_4_9.25_8004.238.txt
LiLim,400,lrc1_4_10,2019-05-16,23,7064.3626,SCR,SCR,best_known_solutions/LiLim/2019-05-16/lrc1_4_10.23_7064.3626.txt
LiLim,400,lrc2_4_1,2019-11-06,11,9738.9463,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_1.11_9738.9463.txt
LiLim,400,lrc2_4_2,2019-01-30,10,7159.9487,SB,SB,best_known_solutions/LiLim/2019-01-30/lrc2_4_2.10_7159.9487.txt
LiLim,400,lrc2_4_3,2019-11-06,8,6426.4656,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_3.8_6426.4656.txt
LiLim,400,lrc2_4_4,2019-11-06,5,5238.7692,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_4.5_5238.7692.txt
LiLim,400,lrc2_4_5,2019-11-06,10,7309.5386,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_5.10_7309.5386.txt
LiLim,400,lrc2_4_6,2016-01-21,9,6337.0781,Q,Q,best_known_solutions/LiLim/2016-01-21/lrc2_4_6.9_6337.0781.txt
LiLim,400,lrc2_4_7,2019-11-06,8,6292.2344,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_7.8_6292.2344.txt
LiLim,400,lrc2_4_8,2019-11-06,7,5767.7172,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_8.7_5767.7172.txt
LiLim,400,lrc2_4_9,2019-11-06,6,6272.9191,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_9.6_6272.9191.txt
LiLim,400,lrc2_4_10,2019-11-06,6,5397.0830,SCR,SCR,best_known_solutions/LiLim/2019-11-06/lrc2_4_10.6_5397.083.txt
LiLim,600,lc1_6_1,2003-07-14,60,14095.6438,RP2,Shobb,best_known_solutions/LiLim/2003-07-14/lc1_6_1.60_14095.6438.txt
LiLim,600,lc1_6_2,2016-01-13,57,15048.1606,CLS,CLS,best_known_solutions/LiLim/2016-01-13/lc1_6_2.57_15048.1606.txt
